order_id,product,region,salesperson,quantity,unit_price,month,total_amount
83,Monitor,South,SP1,9.0,60.0,May,540.0
84,Printer,South,SP3,5.0,25.0,Dec,
85,Laptop,North,SP3,15.0,25.0,Mar,
86,Mouse,South,SP2,17.0,40.0,Apr,680.0
87,Keyboard,,SP5,11.0,500.0,Dec,5500.0
88,Mouse,North,SP4,15.0,25.0,Mar,375.0
89,Monitor,South,SP3,11.0,60.0,Oct,660.0
90,Printer,East,SP1,18.0,200.0,May,3600.0
91,Laptop,West,SP5,17.0,60.0,Sep,1020.0
92,Printer,East,SP2,12.0,500.0,Sep,6000.0
93,Monitor,West,SP4,3.0,500.0,May,1500.0
94,Printer,East,SP3,20.0,100.0,Mar,2000.0
95,Printer,West,SP1,16.0,500.0,Aug,8000.0
96,Laptop,North,SP1,18.0,100.0,Apr,1800.0
97,Keyboard,East,SP2,4.0,500.0,Feb,2000.0
98,Laptop,North,SP2,18.0,500.0,Feb,
99,Printer,South,SP3,18.0,200.0,Aug,3600.0
100,Laptop,East,SP4,3.0,60.0,Jun,180.0
101,Keyboard,South,SP4,2.0,25.0,Jan,50.0
102,Monitor,West,SP3,4.0,100.0,May,400.0
103,,North,SP3,18.0,500.0,Apr,9000.0
104,Keyboard,North,SP4,7.0,60.0,Nov,420.0
105,Mouse,North,SP2,3.0,100.0,Dec,300.0
106,Printer,East,SP2,11.0,100.0,Oct,1100.0
107,Keyboard,West,SP4,14.0,100.0,Mar,1400.0
108,Mouse,South,SP3,6.0,40.0,Apr,240.0
109,Laptop,East,SP3,6.0,100.0,Apr,600.0
110,Printer,West,SP5,4.0,200.0,May,800.0
111,Laptop,West,SP4,13.0,500.0,Mar,6500.0
112,Keyboard,North,SP5,7.0,500.0,Apr,3500.0
113,Keyboard,North,SP2,13.0,40.0,Jun,520.0
114,Keyboard,,SP5,5.0,200.0,Apr,1000.0
115,Keyboard,West,SP2,6.0,25.0,Jan,150.0
116,Monitor,North,SP1,6.0,100.0,Dec,600.0
117,Keyboard,South,SP4,11.0,25.0,Aug,275.0
118,Keyboard,North,SP1,16.0,200.0,Feb,3200.0
119,Printer,North,SP1,4.0,40.0,Jul,160.0
120,Mouse,West,SP4,10.0,25.0,Sep,250.0
121,Keyboard,West,SP1,18.0,40.0,Jun,720.0
122,Laptop,East,SP1,5.0,200.0,Apr,1000.0
123,Laptop,East,SP1,1.0,500.0,Sep,500.0
124,Printer,East,SP4,13.0,40.0,Jan,520.0
125,Laptop,North,SP4,11.0,200.0,Jan,2200.0
126,Monitor,South,SP1,12.0,100.0,Feb,1200.0
127,Printer,South,SP4,6.0,200.0,Jan,1200.0
128,Monitor,South,SP4,17.0,40.0,Sep,680.0
129,Printer,West,SP4,12.0,25.0,Aug,300.0
130,Mouse,East,SP4,3.0,25.0,Sep,75.0
131,Printer,South,SP1,18.0,40.0,Oct,720.0
132,Printer,North,SP1,7.0,500.0,Jun,3500.0
133,Keyboard,West,SP3,18.0,500.0,Oct,9000.0
134,Keyboard,North,SP5,5.0,500.0,Apr,2500.0
135,Keyboard,West,SP2,5.0,100.0,Apr,500.0
136,Keyboard,West,SP4,16.0,25.0,May,400.0
137,Laptop,West,SP4,5.0,200.0,Feb,1000.0
138,Laptop,West,SP2,12.0,100.0,Sep,1200.0
139,Keyboard,East,SP2,6.0,500.0,May,3000.0
140,Monitor,West,SP3,9.0,100.0,Mar,
141,Keyboard,West,SP1,13.0,500.0,Dec,6500.0
142,Monitor,North,SP1,17.0,500.0,May,8500.0
143,Keyboard,North,SP4,19.0,200.0,Jul,3800.0
144,Keyboard,North,SP3,5.0,100.0,Mar,500.0
145,Monitor,South,SP4,10.0,500.0,Sep,5000.0
146,,West,SP2,2.0,60.0,Feb,120.0
147,Keyboard,East,SP5,18.0,60.0,Oct,1080.0
148,Monitor,South,SP3,13.0,200.0,Jan,2600.0
149,,North,SP3,8.0,500.0,Nov,4000.0
150,Printer,North,SP5,19.0,500.0,Aug,9500.0
151,Keyboard,South,SP2,19.0,500.0,Nov,9500.0
152,Mouse,West,SP1,6.0,500.0,Jul,3000.0
153,Printer,South,SP5,12.0,60.0,Apr,720.0
154,Laptop,East,SP5,16.0,25.0,Dec,400.0
155,Laptop,South,SP5,20.0,500.0,Jun,10000.0
156,Mouse,South,SP3,9.0,60.0,Aug,540.0
157,Laptop,East,SP4,2.0,500.0,May,1000.0
158,Keyboard,South,SP1,19.0,60.0,Feb,1140.0
159,Mouse,North,SP2,13.0,25.0,Mar,325.0
160,Mouse,South,SP3,20.0,60.0,Dec,1200.0
161,Laptop,West,SP2,1.0,60.0,,60.0
162,Mouse,East,SP3,4.0,500.0,Jan,2000.0
163,Mouse,East,SP2,17.0,40.0,Jul,680.0
164,Mouse,South,SP3,7.0,40.0,Oct,280.0
165,Keyboard,West,SP1,17.0,60.0,Jul,1020.0
166,Mouse,North,SP1,10.0,60.0,Sep,600.0
167,Printer,South,SP3,13.0,60.0,Apr,780.0
168,Laptop,East,SP2,17.0,40.0,Mar,680.0
169,Keyboard,East,SP3,13.0,40.0,Jan,520.0
170,Laptop,East,SP5,8.0,500.0,Oct,4000.0
171,Keyboard,East,SP2,17.0,200.0,Aug,3400.0
172,Monitor,South,SP2,19.0,500.0,Jul,9500.0
173,Keyboard,West,SP4,10.0,60.0,Oct,600.0
174,Laptop,East,SP4,13.0,100.0,Feb,1300.0
175,Mouse,East,SP5,4.0,25.0,Sep,100.0
176,Printer,West,SP5,20.0,60.0,Sep,1200.0
177,Laptop,East,SP3,9.0,60.0,Jun,540.0
178,Mouse,West,SP5,15.0,100.0,Jun,1500.0
179,Monitor,West,SP5,13.0,100.0,Mar,1300.0
180,Laptop,,SP2,16.0,60.0,Sep,960.0
181,Laptop,North,SP4,1.0,25.0,Aug,25.0
182,Printer,West,SP2,1.0,60.0,Jul,60.0
183,Printer,North,SP2,11.0,500.0,Sep,5500.0
184,Printer,South,SP1,16.0,500.0,Apr,8000.0
185,Printer,North,SP2,4.0,25.0,Jan,100.0
186,Laptop,West,SP5,10.0,25.0,Aug,250.0
187,Monitor,North,SP2,11.0,500.0,Jul,5500.0
188,Laptop,North,SP4,7.0,25.0,Dec,175.0
189,Monitor,East,SP4,18.0,40.0,Oct,720.0
190,Printer,South,SP1,15.0,40.0,Jan,600.0
191,Mouse,South,SP1,14.0,60.0,Feb,840.0
192,Keyboard,North,SP1,19.0,200.0,May,3800.0
193,Mouse,North,SP1,11.0,60.0,Oct,660.0
194,Laptop,East,SP1,10.0,200.0,Nov,2000.0
195,Laptop,,SP1,1.0,200.0,Nov,200.0
196,Mouse,South,SP2,17.0,100.0,Jun,1700.0
197,Monitor,East,SP3,9.0,100.0,Jun,900.0
198,Keyboard,East,SP2,17.0,60.0,Nov,1020.0
199,Printer,West,SP4,18.0,60.0,Jun,1080.0
200,Monitor,South,SP2,20.0,500.0,Mar,10000.0
201,Mouse,South,SP3,13.0,40.0,May,520.0
202,Keyboard,East,SP1,17.0,40.0,Jun,680.0
203,Mouse,North,SP5,16.0,100.0,Mar,1600.0
204,Laptop,South,SP5,3.0,500.0,Jun,1500.0
205,Laptop,North,SP4,6.0,200.0,Nov,1200.0
206,Printer,East,SP2,11.0,200.0,Feb,2200.0
207,Printer,North,SP4,12.0,40.0,Nov,480.0
208,Keyboard,South,SP3,17.0,200.0,Nov,3400.0
209,Laptop,West,SP3,17.0,500.0,Aug,8500.0
210,Mouse,South,SP5,11.0,60.0,Dec,660.0
211,Monitor,East,SP1,16.0,25.0,Aug,400.0
212,Printer,East,SP5,13.0,200.0,Sep,2600.0
213,Mouse,East,SP1,1.0,100.0,Sep,100.0
214,Printer,South,SP5,5.0,500.0,Feb,2500.0
215,Keyboard,North,,7.0,100.0,Oct,700.0
216,Mouse,East,SP1,19.0,500.0,Dec,9500.0
217,Monitor,West,SP2,4.0,40.0,Dec,160.0
218,Laptop,North,SP1,6.0,200.0,Sep,1200.0
219,Mouse,West,SP3,14.0,200.0,Jun,2800.0
220,Laptop,North,SP4,8.0,500.0,May,4000.0
221,Printer,West,SP5,8.0,40.0,Jan,320.0
222,Printer,North,SP1,15.0,40.0,Jan,600.0
223,Mouse,West,SP1,10.0,60.0,Oct,
224,Printer,South,SP3,4.0,500.0,Jan,2000.0
225,Keyboard,North,SP4,8.0,200.0,Jan,1600.0
226,Printer,East,SP1,15.0,25.0,Sep,375.0
227,Laptop,West,SP3,1.0,100.0,Jun,100.0
228,Monitor,West,SP1,5.0,,Oct,200.0
229,Mouse,South,SP5,15.0,200.0,Mar,3000.0
230,Mouse,South,SP4,20.0,500.0,Sep,10000.0
231,Monitor,South,SP5,14.0,25.0,Dec,350.0
232,Printer,South,SP5,15.0,40.0,Aug,600.0
233,Keyboard,West,SP3,9.0,25.0,Feb,225.0
234,Printer,East,SP4,18.0,60.0,Feb,1080.0
235,Monitor,West,SP5,11.0,500.0,Mar,5500.0
236,Monitor,North,SP2,8.0,500.0,Jun,4000.0
237,Mouse,East,SP5,11.0,500.0,Mar,5500.0
238,Mouse,East,SP5,3.0,500.0,Sep,1500.0
239,Laptop,West,SP1,2.0,60.0,Apr,120.0
240,Keyboard,East,SP5,1.0,25.0,Jan,25.0
241,Laptop,East,SP4,11.0,100.0,Nov,1100.0
242,Printer,West,SP1,13.0,40.0,Jul,520.0
243,Laptop,East,SP3,1.0,25.0,Jan,25.0
244,Keyboard,,SP5,3.0,40.0,Oct,120.0
245,Printer,South,SP1,14.0,100.0,Sep,1400.0
246,Mouse,West,SP4,11.0,100.0,Jun,1100.0
247,Laptop,,SP3,17.0,200.0,Jul,3400.0
248,Mouse,South,SP3,11.0,100.0,Sep,1100.0
249,Monitor,East,SP4,17.0,100.0,Feb,1700.0
250,Keyboard,North,SP3,3.0,40.0,Nov,120.0
251,Mouse,West,SP1,10.0,500.0,Dec,5000.0
252,Printer,North,SP1,19.0,60.0,Dec,1140.0
253,Keyboard,East,SP2,15.0,25.0,Aug,375.0
254,Keyboard,West,SP4,14.0,25.0,Feb,350.0
255,Laptop,North,SP3,18.0,200.0,Aug,3600.0
256,Keyboard,North,SP1,,25.0,Aug,250.0
257,Printer,West,,2.0,60.0,Apr,120.0
258,Monitor,West,SP3,9.0,25.0,Dec,225.0
259,Laptop,South,SP3,15.0,100.0,Apr,1500.0
260,Keyboard,East,SP2,16.0,40.0,Nov,640.0
261,Keyboard,East,SP1,3.0,100.0,Apr,300.0
262,Laptop,North,SP3,5.0,60.0,May,300.0
263,Mouse,North,SP2,10.0,500.0,Jan,5000.0
264,Mouse,East,SP2,14.0,25.0,Dec,350.0
265,Monitor,South,,8.0,200.0,Apr,1600.0
266,Printer,North,SP1,8.0,500.0,Jul,4000.0
267,Printer,South,SP4,6.0,500.0,Jul,3000.0
268,Printer,East,SP3,3.0,40.0,Jan,120.0
269,Keyboard,North,SP3,18.0,500.0,May,9000.0
270,Printer,North,SP3,18.0,25.0,Apr,450.0
271,Mouse,South,SP1,7.0,200.0,Jun,1400.0
272,Mouse,East,SP2,20.0,100.0,Jan,2000.0
273,Printer,North,SP3,18.0,200.0,Aug,3600.0
274,Printer,West,SP2,11.0,40.0,Nov,440.0
275,Monitor,West,SP4,2.0,25.0,Jan,50.0
276,Mouse,South,SP4,19.0,500.0,Mar,9500.0
277,Monitor,South,SP3,15.0,40.0,Apr,600.0
278,Laptop,East,SP1,19.0,200.0,Mar,3800.0
279,Keyboard,East,SP5,13.0,100.0,Mar,1300.0
280,Monitor,South,SP2,11.0,200.0,Mar,2200.0
281,Monitor,North,SP4,3.0,60.0,Jan,180.0
282,Mouse,North,SP1,6.0,100.0,Feb,600.0
283,Printer,East,SP3,18.0,200.0,Feb,3600.0
284,Laptop,South,SP1,16.0,,Feb,960.0
285,Laptop,South,SP4,6.0,500.0,Mar,3000.0
286,Mouse,West,SP2,9.0,500.0,Oct,4500.0
287,Mouse,South,SP4,18.0,200.0,Oct,3600.0
288,Laptop,South,SP5,12.0,500.0,Oct,6000.0
289,Laptop,West,SP5,16.0,100.0,Aug,1600.0
290,Keyboard,South,SP2,13.0,25.0,May,325.0
291,Mouse,West,SP3,7.0,25.0,Jan,175.0
292,Mouse,West,SP3,2.0,100.0,Mar,200.0
293,Monitor,North,SP4,5.0,500.0,Apr,2500.0
294,Keyboard,South,SP1,8.0,200.0,May,
295,Mouse,South,SP1,19.0,200.0,Jun,3800.0
296,Mouse,West,SP5,3.0,25.0,Feb,75.0
297,Mouse,South,SP5,10.0,500.0,Sep,5000.0
298,Monitor,South,SP5,4.0,40.0,Sep,160.0
299,Keyboard,West,SP2,9.0,60.0,Feb,540.0
300,Laptop,West,SP4,17.0,200.0,Jan,3400.0
301,Laptop,North,SP5,9.0,200.0,Aug,1800.0
302,Monitor,North,SP2,19.0,100.0,Sep,1900.0
303,Laptop,East,SP1,12.0,200.0,Oct,2400.0
304,Mouse,North,SP4,9.0,40.0,Dec,360.0
305,Printer,West,SP2,11.0,25.0,Sep,275.0
306,Laptop,West,SP1,16.0,25.0,Sep,400.0
307,Keyboard,South,SP1,16.0,60.0,Sep,960.0
308,Keyboard,West,SP5,9.0,500.0,Jul,4500.0
309,Mouse,East,SP3,6.0,60.0,Sep,360.0
310,Mouse,East,SP3,9.0,40.0,Dec,360.0
311,,North,SP1,17.0,25.0,Jan,425.0
312,Mouse,South,SP5,10.0,40.0,Aug,400.0
313,Printer,East,SP3,3.0,100.0,Aug,300.0
314,Printer,West,SP5,17.0,100.0,Sep,1700.0
315,Printer,North,SP2,13.0,100.0,Jan,1300.0
316,Keyboard,North,SP1,2.0,500.0,Aug,1000.0
317,Printer,North,SP2,2.0,200.0,Mar,400.0
318,Monitor,North,SP1,12.0,500.0,Sep,6000.0
319,Printer,East,SP5,11.0,40.0,Mar,440.0
320,Keyboard,South,SP4,11.0,200.0,Apr,2200.0
321,Keyboard,South,SP1,11.0,60.0,Oct,660.0
322,Laptop,West,SP3,6.0,200.0,Feb,1200.0
323,Printer,East,SP4,19.0,100.0,Jun,1900.0
324,Keyboard,North,SP3,,500.0,Jun,2500.0
325,Keyboard,West,SP1,9.0,100.0,Oct,900.0
326,Monitor,South,SP3,1.0,25.0,Jun,25.0
327,Monitor,North,SP1,7.0,100.0,Jun,700.0
328,Printer,North,SP2,4.0,100.0,Jul,400.0
329,Laptop,East,SP4,10.0,500.0,Jan,5000.0
330,Printer,South,SP2,1.0,500.0,Feb,500.0
331,Monitor,East,SP5,5.0,500.0,Jul,2500.0
332,Monitor,East,SP2,6.0,60.0,Apr,360.0
333,Laptop,,SP5,17.0,40.0,Sep,680.0
334,Keyboard,North,SP5,12.0,100.0,Jun,1200.0
335,Printer,East,SP1,16.0,500.0,Jun,8000.0
336,Printer,West,SP3,9.0,500.0,Nov,4500.0
337,Laptop,South,SP3,18.0,25.0,Aug,450.0
338,Printer,East,SP5,5.0,60.0,May,300.0
339,Mouse,South,SP3,9.0,200.0,Nov,1800.0
340,Printer,North,SP4,19.0,60.0,Dec,
341,Mouse,South,SP2,13.0,100.0,Dec,1300.0
342,Keyboard,South,SP4,3.0,40.0,Apr,120.0
343,Mouse,East,SP3,11.0,500.0,May,5500.0
344,Monitor,West,SP3,7.0,40.0,Apr,280.0
345,Mouse,East,SP1,11.0,25.0,Sep,275.0
346,Mouse,North,SP1,11.0,40.0,Feb,440.0
347,Laptop,South,SP4,2.0,500.0,Jan,1000.0
348,Laptop,East,SP4,13.0,60.0,Jun,780.0
349,Monitor,East,SP2,20.0,200.0,Aug,4000.0
350,Printer,South,SP2,7.0,40.0,Sep,280.0
351,Monitor,North,SP4,12.0,60.0,Aug,720.0
352,Laptop,South,SP5,7.0,500.0,Dec,3500.0
353,Mouse,East,SP1,17.0,40.0,Sep,680.0
354,Monitor,South,SP3,15.0,100.0,Jul,1500.0
355,Laptop,North,SP3,20.0,60.0,Mar,1200.0
356,Mouse,West,SP5,17.0,25.0,Sep,425.0
357,Mouse,South,SP3,10.0,500.0,Jul,5000.0
358,Printer,West,SP2,18.0,40.0,Nov,720.0
359,Laptop,North,SP3,7.0,200.0,Jul,1400.0
360,Monitor,North,SP1,14.0,200.0,Mar,2800.0
361,Monitor,North,SP1,10.0,60.0,Apr,600.0
362,Monitor,East,SP4,1.0,40.0,Oct,40.0
363,Printer,East,SP1,20.0,200.0,Jan,4000.0
364,Laptop,South,SP4,20.0,100.0,Jan,2000.0
365,Keyboard,East,SP5,16.0,25.0,Mar,400.0
366,Mouse,West,SP5,9.0,200.0,Aug,1800.0
367,Printer,East,SP1,17.0,200.0,Oct,3400.0
368,Laptop,West,SP5,12.0,60.0,Nov,720.0
369,,,SP3,13.0,60.0,Apr,780.0
370,Monitor,North,SP3,14.0,200.0,Sep,2800.0
371,Printer,East,SP5,8.0,40.0,Dec,320.0
372,Printer,East,SP3,5.0,500.0,May,2500.0
373,Monitor,West,SP4,18.0,60.0,May,1080.0
374,Monitor,North,SP4,4.0,25.0,Nov,
375,Laptop,East,,8.0,100.0,Jul,800.0
376,Laptop,North,SP5,20.0,60.0,May,1200.0
377,Laptop,South,SP3,11.0,25.0,Mar,275.0
378,Printer,North,SP5,7.0,40.0,Feb,280.0
379,Mouse,East,SP1,15.0,60.0,Aug,900.0
380,Keyboard,West,SP3,12.0,200.0,Aug,2400.0
381,Monitor,North,SP3,15.0,200.0,May,3000.0
382,Laptop,South,SP1,18.0,500.0,Nov,9000.0
383,Printer,North,SP3,16.0,100.0,Jul,1600.0
384,Monitor,North,SP4,7.0,25.0,Nov,175.0
385,Monitor,South,SP3,10.0,40.0,Dec,400.0
386,Monitor,North,SP5,16.0,500.0,Apr,8000.0
387,Monitor,South,SP5,6.0,25.0,Sep,150.0
388,Printer,East,SP4,8.0,200.0,Feb,1600.0
389,Printer,West,SP1,4.0,40.0,Jul,160.0
390,Laptop,North,SP4,14.0,60.0,Dec,840.0
391,Laptop,South,SP1,5.0,60.0,Jan,300.0
392,Keyboard,South,SP1,20.0,100.0,Sep,2000.0
393,Monitor,East,SP1,9.0,100.0,Dec,900.0
394,Mouse,North,SP5,11.0,100.0,Jan,1100.0
395,Mouse,South,SP4,10.0,500.0,May,5000.0
396,Keyboard,West,SP5,20.0,200.0,May,4000.0
397,Monitor,West,SP4,14.0,500.0,Nov,7000.0
398,Printer,North,SP3,17.0,60.0,Mar,1020.0
399,Keyboard,South,SP2,10.0,100.0,Sep,1000.0
400,Laptop,South,SP1,5.0,60.0,Feb,300.0
401,Mouse,North,SP5,2.0,200.0,Dec,400.0
402,Mouse,South,SP3,6.0,500.0,Apr,3000.0
403,Monitor,East,SP2,18.0,60.0,Feb,1080.0
404,Monitor,North,SP1,11.0,200.0,Mar,2200.0
405,Mouse,North,SP4,4.0,60.0,Jan,240.0
406,Printer,North,SP2,12.0,40.0,Dec,480.0
407,Laptop,East,SP3,7.0,500.0,Jan,3500.0
408,Monitor,East,SP1,17.0,500.0,Jun,8500.0
409,Keyboard,South,SP5,2.0,100.0,Aug,200.0
410,Laptop,East,SP4,5.0,100.0,Jan,500.0
411,Laptop,West,SP4,9.0,100.0,Mar,900.0
412,Printer,West,SP3,13.0,500.0,Mar,6500.0
413,Keyboard,West,SP3,20.0,25.0,Feb,500.0
414,Laptop,North,SP2,20.0,60.0,Jul,1200.0
415,Monitor,North,SP5,5.0,100.0,Jul,500.0
416,Printer,East,SP4,1.0,500.0,Mar,500.0
417,Monitor,North,SP2,20.0,60.0,Feb,1200.0
418,Monitor,East,SP3,8.0,200.0,Oct,1600.0
419,Printer,East,SP3,17.0,100.0,Sep,1700.0
420,Keyboard,West,SP4,11.0,25.0,Dec,
421,Laptop,South,SP5,4.0,100.0,Apr,400.0
422,Laptop,North,SP3,7.0,40.0,Jul,280.0
423,Laptop,East,SP5,10.0,60.0,Jun,600.0
424,Printer,North,SP4,4.0,500.0,May,2000.0
425,Laptop,West,SP4,16.0,100.0,Jan,1600.0
426,Laptop,West,SP4,7.0,40.0,Jan,280.0
427,Mouse,East,SP4,16.0,200.0,Jun,3200.0
428,Printer,East,SP2,4.0,500.0,Apr,2000.0
429,Laptop,West,SP2,17.0,60.0,Nov,1020.0
430,Mouse,East,SP2,16.0,500.0,Apr,8000.0
431,Printer,West,SP3,6.0,25.0,Feb,150.0
432,Mouse,West,SP4,11.0,100.0,Sep,1100.0
433,Monitor,West,SP2,20.0,60.0,Oct,1200.0
434,Mouse,North,SP2,17.0,25.0,Feb,425.0
435,Keyboard,South,SP1,15.0,40.0,May,600.0
436,Keyboard,East,SP5,4.0,40.0,May,160.0
437,Mouse,West,SP3,17.0,60.0,Apr,
438,Mouse,West,SP1,3.0,40.0,May,120.0
439,Keyboard,North,SP2,6.0,200.0,Mar,1200.0
440,Laptop,East,SP3,13.0,25.0,Nov,325.0
441,Laptop,North,SP5,3.0,25.0,Mar,75.0
442,Monitor,North,SP4,15.0,60.0,May,900.0
443,Monitor,East,SP3,4.0,40.0,Nov,160.0
444,Keyboard,North,SP5,2.0,100.0,Oct,200.0
445,Keyboard,South,SP5,15.0,40.0,Dec,600.0
446,Monitor,North,SP1,9.0,40.0,Mar,360.0
447,Mouse,West,SP3,1.0,40.0,Nov,40.0
448,Mouse,West,SP2,15.0,200.0,Apr,3000.0
449,Laptop,East,SP1,17.0,25.0,Oct,425.0
450,Monitor,East,SP2,2.0,200.0,Jan,400.0
451,Mouse,West,SP4,9.0,25.0,Jun,225.0
452,Printer,North,SP5,6.0,100.0,Mar,600.0
453,Mouse,North,SP2,10.0,100.0,Jul,1000.0
454,Keyboard,East,SP5,5.0,200.0,Aug,1000.0
455,Monitor,North,SP3,1.0,25.0,Apr,25.0
456,Monitor,North,SP5,14.0,40.0,Jul,560.0
457,Mouse,East,SP2,2.0,500.0,Aug,1000.0
458,Laptop,North,SP5,8.0,60.0,Mar,480.0
459,Keyboard,East,SP2,12.0,100.0,Dec,1200.0
460,Laptop,North,SP3,5.0,100.0,Sep,500.0
461,Laptop,North,SP2,6.0,200.0,Jul,1200.0
462,Mouse,North,SP4,3.0,25.0,Feb,75.0
463,Printer,South,SP2,1.0,500.0,Nov,500.0
464,Printer,South,SP5,12.0,100.0,Sep,1200.0
465,Mouse,South,SP1,15.0,100.0,Sep,1500.0
466,Mouse,South,SP4,20.0,25.0,Sep,500.0
467,Laptop,East,SP2,20.0,60.0,Nov,1200.0
468,Keyboard,South,SP3,11.0,25.0,Nov,275.0
469,Mouse,East,SP4,20.0,25.0,Jan,500.0
470,Mouse,South,SP5,2.0,25.0,May,50.0
471,Printer,East,SP4,15.0,100.0,Jan,1500.0
472,Mouse,West,SP1,8.0,200.0,Nov,1600.0
473,Keyboard,South,SP3,14.0,40.0,Sep,560.0
474,Laptop,South,SP4,16.0,25.0,Oct,
475,Printer,South,SP2,6.0,40.0,Jun,240.0
476,Keyboard,North,SP4,10.0,40.0,Mar,400.0
477,Mouse,South,SP4,10.0,40.0,Mar,400.0
478,Printer,South,SP5,12.0,25.0,Oct,300.0
479,Mouse,North,SP5,11.0,500.0,,5500.0
